Volume,Abs
0.718464,-0.017943
0.719217,-0.018081
0.719971,-0.017624
0.720724,-0.017698
0.721478,-0.017122
0.722231,-0.017
0.722985,-0.017344
0.723738,-0.017422
0.724492,-0.017333
0.725245,-0.0173
0.725999,-0.017233
0.726752,-0.017083
0.727506,-0.017143
0.728259,-0.0174
0.729013,-0.017056
0.729766,-0.017149
0.73052,-0.016316
0.731273,-0.01586
0.732027,-0.015568
0.73278,-0.01525
0.733534,-0.015119
0.734287,-0.015417
0.735041,-0.015945
0.735794,-0.016292
0.736548,-0.01664
0.737301,-0.016849
0.738055,-0.01696
0.738808,-0.016672
0.739562,-0.016794
0.740315,-0.016827
0.741069,-0.017011
0.741822,-0.016926
0.742576,-0.016311
0.743329,-0.015932
0.744083,-0.016307
0.744836,-0.016249
0.74559,-0.01645
0.746343,-0.017031
0.747097,-0.017525
0.74785,-0.017988
0.748604,-0.018498
0.749357,-0.019286
0.750111,-0.02027
0.750865,-0.021072
0.751618,-0.021512
0.752372,-0.021872
0.753125,-0.022254
0.753878,-0.022245
0.754632,-0.022323
0.755386,-0.023169
0.756139,-0.024095
0.756893,-0.024384
0.757646,-0.024646
0.758399,-0.025302
0.759153,-0.025753
0.759907,-0.025487
0.76066,-0.025237
0.761414,-0.025295
0.762167,-0.025728
0.762921,-0.02617
0.763674,-0.025551
0.764428,-0.025576
0.765181,-0.025669
0.765935,-0.026141
0.766688,-0.026674
0.767442,-0.026989
0.768195,-0.027886
0.768949,-0.028672
0.769702,-0.028609
0.770456,-0.028856
0.771209,-0.029498
0.771963,-0.029985
0.772716,-0.029901
0.77347,-0.029477
0.774223,-0.029196
0.774977,-0.029015
0.77573,-0.029355
0.776484,-0.029345
0.777237,-0.028705
0.777991,-0.028137
0.778744,-0.028294
0.779498,-0.02831
0.780251,-0.028478
0.781005,-0.028761
0.781758,-0.028771
0.782512,-0.028542
0.783265,-0.02772
0.784019,-0.028366
0.784772,-0.02877
0.785526,-0.028837
0.786279,-0.028838
0.787033,-0.029045
0.787786,-0.02878
0.78854,-0.028252
0.789293,-0.027995
0.790047,-0.028079
0.7908,-0.02835
0.791554,-0.028806
0.792307,-0.028971
0.793061,-0.029288
0.793814,-0.029267
0.794568,-0.029222
0.795321,-0.02957
0.796075,-0.029756
0.796828,-0.029489
0.797582,-0.029106
0.798335,-0.028804
0.799089,-0.028397
0.799842,-0.028583
0.800596,-0.028835
0.801349,-0.029223
0.802103,-0.029434
0.802856,-0.029203
0.80361,-0.028959
0.804363,-0.028846
0.805117,-0.029259
0.80587,-0.029538
0.806624,-0.028988
0.807377,-0.028865
0.808131,-0.02837
0.808884,-0.028693
0.809638,-0.028637
0.810391,-0.028371
0.811145,-0.028642
0.811898,-0.028349
0.812652,-0.027754
0.813405,-0.027734
0.814159,-0.028165
0.814912,-0.028418
0.815666,-0.028891
0.816419,-0.029391
0.817173,-0.029183
0.817926,-0.029502
0.81868,-0.02993
0.819433,-0.030355
0.820187,-0.030262
0.82094,-0.030226
0.821694,-0.030383
0.822447,-0.02973
0.823201,-0.029789
0.823954,-0.02905
0.824708,-0.029804
0.825461,-0.029755
0.826215,-0.02943
0.826968,-0.029156
0.827722,-0.029111
0.828475,-0.029075
0.829229,-0.028668
0.829983,-0.028633
0.830736,-0.028481
0.831489,-0.02766
0.832243,-0.026488
0.832996,-0.026197
0.83375,-0.025746
0.834504,-0.025392
0.835257,-0.024925
0.83601,-0.024435
0.836764,-0.023962
0.837517,-0.023223
0.838271,-0.023065
0.839025,-0.02317
0.839778,-0.022269
0.840532,-0.022957
0.841285,-0.022621
0.842039,-0.021808
0.842792,-0.021548
0.843546,-0.021584
0.844299,-0.02171
0.845053,-0.021909
0.845806,-0.021756
0.84656,-0.021618
0.847313,-0.020656
0.848067,-0.020917
0.84882,-0.020894
0.849574,-0.020857
0.850327,-0.020589
0.851081,-0.020421
0.851834,-0.020163
0.852588,-0.019877
0.853341,-0.020021
0.854095,-0.020676
0.854848,-0.021703
0.855602,-0.022183
0.856355,-0.022799
0.857109,-0.022672
0.857862,-0.02226
0.858616,-0.022238
0.859369,-0.022194
0.860123,-0.022333
0.860876,-0.022476
0.86163,-0.022357
0.862383,-0.022664
0.863137,-0.022758
0.86389,-0.02291
0.864644,-0.022371
0.865397,-0.023285
0.866151,-0.023603
0.866904,-0.023699
0.867658,-0.023725
0.868411,-0.023853
0.869165,-0.023844
0.869918,-0.023547
0.870672,-0.023708
0.871425,-0.024183
0.872179,-0.024431
0.872932,-0.024096
0.873686,-0.02481
